Tile,20,24,28,32,36,40,44,48,52,56,60,64,68,72,76,80,84,88,92,96
1,0.11275,0.072337962963,0.0510204081633,0.0371704101562,0.0915852194787,0.022703125,0.0183954733283,0.0809280960648,0.0639864019117,0.0433559584548,0.0365416666667,0.0292015075684,0.0363353602687,0.0351428540809,0.0418109418283,0.03640625,0.0350377254076,0.0337944919234,0.0298566306403,0.0289317943432
3,0.376875,0.256076388889,0.19255648688,0.155578613281,0.17569015775,0.09390625,0.0738401577761,0.128508391204,0.105413632226,0.0792752368805,0.0672777777778,0.0698890686035,0.0571188683086,0.0570987654321,0.0583448753463,0.053408203125,0.0497583954217,0.0485948065364,0.0425895865867,0.041025797526
5,0.846625,0.585503472222,0.433217930029,0.334075927734,0.32010888203,0.2085,0.174375469572,0.209617332176,0.125561845699,0.138819925292,0.118050925926,0.113304138184,0.0981643089762,0.0937098122428,0.0887087221169,0.083732421875,0.0774231319512,0.0742715768219,0.0658081285444,0.0619913736979
7,1.512875,1.04181134259,0.772913629738,0.588287353516,0.533843449931,0.3770625,0.310234316304,0.335828993056,0.274038461538,0.151113793732,0.193962962963,0.177997589111,0.1575094138,0.146200381516,0.1360006014,0.1255234375,0.117244020624,0.108152646037,0.0978453501274,0.0935940212674
9,2.384,1.66174768519,1.23209730321,0.932067871094,0.811556927298,0.60134375,0.49301512021,0.483000578704,0.403732362312,0.338699207362,0.292967592593,0.264751434326,0.23510965805,0.214039994856,0.195359199592,0.181162109375,0.164787145017,0.152632830109,0.138315987918,0.130289713542
11,3.51275,2.41876446759,1.80512026239,1.35394287109,1.13616683813,0.867640625,0.718339124718,0.670211226852,0.562315088757,0.472195016399,0.408916666667,0.369323730469,0.324244987788,0.297643925754,0.272586656218,0.249033203125,0.226023445092,0.209486229808,0.190267475549,0.176234492549
13,4.76425,3.30302372685,2.42292274052,1.84954833984,1.52370541838,1.188796875,0.985290664914,0.902615017361,0.786100364133,0.636354318513,0.554722222222,0.499969482422,0.438861184612,0.431980881344,0.359634695291,0.3276875,0.204619843969,0.274721485255,0.257452278705,0.231931333189
15,6.216125,4.31336805556,3.18189686589,2.4436340332,1.98373199588,1.561953125,1.2825765402,1.14858217593,0.973763939463,0.828580539359,0.750305555556,0.643154144287,0.567865230002,0.544169024348,0.465246391602,0.28221875,0.421957671958,0.351710708584,0.322905964905,0.296665898076
17,7.925125,5.48285590278,4.05512026239,3.08502197266,2.50477966392,1.980390625,1.63287706612,1.44636140046,1.22170146791,1.15175724308,0.935430555556,0.800704956055,0.711845486464,0.640959897977,0.608748542062,0.35664453125,0.481164291113,0.457054728588,0.420218367305,0.378970675998
19,9.852875,6.85546875,4.99439686589,3.82635498047,3.08629115226,2.620015625,2.0208959429,1.76780418113,1.4966075899,0.860388575073,1.5071712963,0.661067962646,0.874522949318,0.811302404835,0.709662942849,0.42983984375,0.596105307202,0.536054305973,0.488941655708,0.451066758898
